cmdType,cmdSignature,text
text,214 Area 3:EV0005:3:4,I must purify the guardian of this zone.
text,214 Area 3:EV0005:3:7,"Ahaha, of course, of course.
That's a given!"
text,214 Area 3:EV0005:3:8,"I have an Access Card for the 
monorail."
text,214 Area 3:EV0005:3:9,"Let's hurry to Area 4 to meet 
that mysterious director."
text,214 Area 3:EV0005:4:0,"""\C[01]Vesper Monorail.\C[00]
Please choose your destination."""
text,214 Area 3:EV0005:4:1,"Area 4,Cancel"
text,214 Area 3:EV0005:5:0,"""\C[01]Vesper Monorail.\C[00]
Please choose your destination."""
text,214 Area 3:EV0005:5:1,"Area 1,Area 2,Area 4,Cancel"
text,214 Area 3:ZACHARIE:1:7,"I'm here, I'm here!"
text,214 Area 3:ZACHARIE:1:8,"Welcome, \N[5]."
text,214 Area 3:ZACHARIE:1:19,"I'm here, I'm here!"
text,214 Area 3:ZACHARIE:1:20,"Welcome, \N[5]."
text,216 Escalier Monorail:EV0001:1:2,"You should not make so little noise 
when you walk. It's abnormal..."
text,217 Couloir 1:EV0003:1:4,"Ah ah ah, too bad, dear \N[05]!
I've arrived before you."
text,217 Couloir 1:EV0003:1:5,"Of course, this was scripted.
You had no chance of pulling it off."
text,217 Couloir 1:EV0003:1:6,"So look, here's an item to help you  
forget the pain and sorrow of such  
bitter and final defeat."
text,217 Couloir 1:EV0003:1:10,A Golden Flesh has been found.
text,217 Couloir 1:EV0003:1:14,"I'll leave you to your search. 
If you find something suspicious
here, no need to hesitate—let 
me know as soon as possible."
text,217 Couloir 1:EV0004:1:1,Access is blocked by an obstacle.
text,217 Couloir 1:EV0005:1:1,Access is blocked by an obstacle.
text,218 Entrepot du Juge:EV0001:1:1,"Memo: 
""If you do not work your scheduled 
hours every day, you will not get 
any dessert."""
text,218 Entrepot du Juge:EV0002:1:1,"Memo :
""Do your job well and you 
will be rewarded."""
text,218 Entrepot du Juge:EV0003:1:1,"Memo :
""Do your job and you 
will be rewarded."""
text,218 Entrepot du Juge:EV0004:2:2,"So, what's new?"
text,218 Entrepot du Juge:EV0004:2:4,Nothing.
text,218 Entrepot du Juge:EV0004:2:7,"All right, then. Come back when you  
have some fresh news."
text,218 Entrepot du Juge:EV0006:1:1,"Health points and competence
points completely restored."
text,218 Entrepot du Juge:EV0006:1:2,"Save game,Cancel"
text,219 Magasin de Zacharie:EV0001:2:2,"I have to make a little money 
too, after all."
text,220 Salles de Traitement:EV0009:1:2,"If... if I pierce the pipes...
I could make some of it come out..."
text,220 Salles de Traitement:EV0009:1:3,"But if it broke loose,
I would never get any of it again..."
text,220 Salles de Traitement:EV0010:1:2,"The director said if we do our 
jobs well, we'll keep getting it..."
text,220 Salles de Traitement:EV0010:1:3,"All the better! It's important to 
put your heart into your work!"
text,220 Salles de Traitement:EV0021:1:1,The switch is currently ON
text,220 Salles de Traitement:EV0021:1:2,"Flip the switch,Do nothing"
text,220 Salles de Traitement:EV0021:1:6,The switch is now OFF
text,220 Salles de Traitement:EV0021:2:1,The switch is currently OFF
text,220 Salles de Traitement:EV0021:2:2,"Flip the switch,Do nothing"
text,220 Salles de Traitement:EV0021:2:6,The switch is now ON
text,220 Salles de Traitement:EV0022:1:1,The switch is currently ON
text,220 Salles de Traitement:EV0022:1:2,"Flip the switch,Do nothing"
text,220 Salles de Traitement:EV0022:1:6,The switch is now OFF
text,220 Salles de Traitement:EV0022:2:1,The switch is currently OFF
text,220 Salles de Traitement:EV0022:2:2,"Flip the switch,Do nothing"
text,220 Salles de Traitement:EV0022:2:6,The switch is now ON
text,220 Salles de Traitement:EV0023:1:1,The switch is currently ON
text,220 Salles de Traitement:EV0023:1:2,"Flip the switch,Do nothing"
text,220 Salles de Traitement:EV0023:1:6,The switch is now OFF
text,220 Salles de Traitement:EV0023:2:1,The switch is currently OFF
text,220 Salles de Traitement:EV0023:2:2,"Flip the switch,Do nothing"
text,220 Salles de Traitement:EV0023:2:6,The switch is now ON
text,220 Salles de Traitement:EV0024:1:1,The switch is currently ON
text,220 Salles de Traitement:EV0024:1:2,"Flip the switch,Do nothing"
text,220 Salles de Traitement:EV0024:1:6,The switch is now OFF
text,220 Salles de Traitement:EV0024:2:1,The switch is currently OFF
text,220 Salles de Traitement:EV0024:2:2,"Flip the switch,Do nothing"
text,220 Salles de Traitement:EV0024:2:6,The switch is now ON
text,220 Salles de Traitement:EV0025:1:4,"""Access to the Treatment Rooms 
authorized."""
text,220 Salles de Traitement:EV0026:1:1,"This block prevents me from
entering the next room."
text,220 Salles de Traitement:EV0027:1:1,"This block prevents me from
entering the next room."
text,220 Salles de Traitement:EV0029:1:1,"This block keeps me from 
accessing the switch."
text,221 Salles de Transition:EV0001:1:1,"This block prevents me from
entering the next room."
text,221 Salles de Transition:EV0002:1:1,"This block prevents me from
entering the next room."
text,221 Salles de Transition:EV0003:1:1,"This block prevents me from
entering the next room."
text,221 Salles de Transition:EV0004:1:1,"This block prevents me from
entering the next room."
text,221 Salles de Transition:EV0005:1:1,The switch is currently ON
text,221 Salles de Transition:EV0005:1:2,"Flip the switch,Do nothing"
text,221 Salles de Transition:EV0005:1:16,The switch is now OFF
text,221 Salles de Transition:EV0005:2:1,The switch is currently OFF
text,221 Salles de Transition:EV0005:2:2,"Flip the switch,Do nothing"
text,221 Salles de Transition:EV0005:2:16,The switch is now ON
text,221 Salles de Transition:EV0006:1:1,The switch is currently ON
text,221 Salles de Transition:EV0006:1:2,"Flip the switch,Do nothing"
text,221 Salles de Transition:EV0006:1:6,The switch is now OFF
text,221 Salles de Transition:EV0006:2:1,The switch is currently OFF
text,221 Salles de Transition:EV0006:2:2,"Flip the switch,Do nothing"
text,221 Salles de Transition:EV0006:2:6,The switch is now ON
text,221 Salles de Transition:EV0007:1:1,"This block keeps me from 
accessing the switch."
text,221 Salles de Transition:EV0012:1:1,The switch is currently ON
text,221 Salles de Transition:EV0012:1:2,"Flip the switch,Do nothing"
text,221 Salles de Transition:EV0012:1:17,The switch is now OFF
text,221 Salles de Transition:EV0012:2:1,The switch is currently OFF
text,221 Salles de Transition:EV0012:2:2,"Flip the switch,Do nothing"
text,221 Salles de Transition:EV0012:2:16,The switch is now ON
text,221 Salles de Transition:EV0013:1:1,"This block keeps me from 
accessing the switch."
text,221 Salles de Transition:EV0014:1:1,"It's impossible to get around this 
obstacle."
text,221 Salles de Transition:EV0015:1:2,A Fast Symbol has been found.
text,221 Salles de Transition:EV0016:2:1,"This block prevents me from 
entering the adjoining room."
text,221 Salles de Transition:EV0017:2:1,"This block prevents me from 
entering the adjoining room."
text,221 Salles de Transition:EV0018:1:1,...
text,221 Salles de Transition:EV0018:1:2,......
text,221 Salles de Transition:EV0018:1:4,hhh...
text,221 Salles de Transition:EV0019:1:2,"I think there's a problem with the 
dessert."
text,221 Salles de Transition:EV0019:1:3,"My portion today isn't as big as 
usual..."
text,221 Salles de Transition:EV0020:1:2,Working is a pleasure every day...
text,221 Salles de Transition:EV0021:1:1,"""Entry restricted to factory 
personnel only."""
text,221 Salles de Transition:EV0021:1:2,"""Security test..."""
text,221 Salles de Transition:EV0021:1:4,Please enter the passname
text,221 Salles de Transition:EV0021:1:9,"""Code correct.
Entry authorized."""
text,221 Salles de Transition:EV0021:1:36,"""Code incorrect.
Director's note: Be careful about 
typos."""
text,221 Salles de Transition:EV0022:1:1,"""Entry restricted to factory 
personnel only."""
text,221 Salles de Transition:EV0022:1:2,"""Security test..."""
text,221 Salles de Transition:EV0022:1:4,Please enter the passname
text,221 Salles de Transition:EV0022:1:9,"""Code correct.
Entry authorized."""
text,221 Salles de Transition:EV0022:1:36,"""Code incorrect.
Director's note: Be careful about 
typos."""
text,222 Entrepos de Sucre:empolyé 1:1:2,No... no...
text,222 Entrepos de Sucre:empolyé 1:1:12,The... the sugar...
text,222 Entrepos de Sucre:empolyé 1:1:16,Don't... don't touch the sugar...
text,222 Entrepos de Sucre:empolyé 1:1:17,"Get... get the...
\!Get the hell away 
from here, specters!"
text,222 Entrepos de Sucre:empolyé 1:1:27,Out!! Out!!
text,222 Entrepos de Sucre:empolyé 1:1:43,"You ... \!you want to eat our sugar 
too!"
text,222 Entrepos de Sucre:empolyé 1:1:47,"No... no, we must protect...
\!the sugar..."
text,222 Entrepos de Sucre:EV0003:1:2,A Fortune Ticket has been found.
text,222 Entrepos de Sucre:zach:1:5,"Mmmm... It smells awfully good  
in here. No doubt it's thanks to 
these immaculate piles 
of white powder."
text,222 Entrepos de Sucre:zach:1:6,"It resembles sugar.
\!I think it is sugar."
text,222 Entrepos de Sucre:zach:1:8,Seems so.
text,222 Entrepos de Sucre:zach:1:11,"Ha ha ha. Well, it's very surprising. 
I didn't think I'd find an ingredient 
like that in an era—ah, 
an area like this."
text,222 Entrepos de Sucre:zach:1:12,"Maybe we'll find some answers 
in Area 3..."
text,222 Entrepos de Sucre:zach:1:13,"Logic obliges us to start with 
the third before trying the fourth. 
Remember, we're in a video game."
text,222 Entrepos de Sucre:zach:1:14,Let's do things in a structured way.
text,222 Entrepos de Sucre:zach:1:15,"Well, go on. I'll meet you
again over there. Hurry."
text,222 Entrepos de Sucre:zach:1:22,"By the way, I suggest you be careful 
on your way back; people seem to be
feeling under the weather..."
text,222 Entrepos de Sucre:zach:1:23,"It appears to have put them in a very bad mood. "
text,222 Entrepos de Sucre:zach:1:25,Understood.
text,222 Entrepos de Sucre:zach:1:28,See you later.
text,223 Salles de Traitement 1:EV0009:1:2,"I... I'm not allowed to eat
too much sugar, it's evil, evil."
text,223 Salles de Traitement 1:EV0009:1:6,"No... no, the director said...
The director said..."
text,223 Salles de Traitement 1:EV0010:1:2,"Through the pipes it runs, 
it runs so fast..."
text,223 Salles de Traitement 1:EV0010:1:3,"It would tell us the secret of sugar,
but management forbids it."
text,223 Salles de Traitement 1:EV0010:1:7,"It's fine, everything will go fine, 
you'll see..."
text,223 Salles de Traitement 1:EV0021:1:1,The switch is currently ON
text,223 Salles de Traitement 1:EV0021:1:2,"Flip the switch,Do nothing"
text,223 Salles de Traitement 1:EV0021:1:6,The switch is now OFF
text,223 Salles de Traitement 1:EV0021:2:1,The switch is currently OFF
text,223 Salles de Traitement 1:EV0021:2:2,"Flip the switch,Do nothing"
text,223 Salles de Traitement 1:EV0021:2:6,The switch is now ON
text,223 Salles de Traitement 1:EV0022:1:1,The switch is currently ON
text,223 Salles de Traitement 1:EV0022:1:2,"Flip the switch,Do nothing"
text,223 Salles de Traitement 1:EV0022:1:6,The switch is now OFF
text,223 Salles de Traitement 1:EV0022:2:1,The switch is currently OFF
text,223 Salles de Traitement 1:EV0022:2:2,"Flip the switch,Do nothing"
text,223 Salles de Traitement 1:EV0022:2:6,The switch is now ON
text,223 Salles de Traitement 1:EV0023:1:1,The switch is currently ON
text,223 Salles de Traitement 1:EV0023:1:2,"Flip the switch,Do nothing"
text,223 Salles de Traitement 1:EV0023:1:6,The switch is now OFF
text,223 Salles de Traitement 1:EV0023:2:1,The switch is currently OFF
text,223 Salles de Traitement 1:EV0023:2:2,"Flip the switch,Do nothing"
text,223 Salles de Traitement 1:EV0023:2:6,The switch is now ON
text,223 Salles de Traitement 1:EV0024:1:1,The switch is currently ON
text,223 Salles de Traitement 1:EV0024:1:2,"Flip the switch,Do nothing"
text,223 Salles de Traitement 1:EV0024:1:6,The switch is now OFF
text,223 Salles de Traitement 1:EV0024:2:1,The switch is currently OFF
text,223 Salles de Traitement 1:EV0024:2:2,"Flip the switch,Do nothing"
text,223 Salles de Traitement 1:EV0024:2:6,The switch is now ON
text,223 Salles de Traitement 1:EV0025:1:4,"""Access to the Treatment Rooms 
authorized."""
text,223 Salles de Traitement 1:EV0026:1:1,"This block prevents me from
entering the next room."
text,223 Salles de Traitement 1:EV0027:1:1,"This block prevents me from
entering the next room."
text,223 Salles de Traitement 1:EV0029:1:1,"This block keeps me from 
accessing the switch."
text,224 Salles de Transition 1:EV0001:1:1,"This block prevents me from
entering the next room."
text,224 Salles de Transition 1:EV0002:1:1,"This block prevents me from
entering the next room."
text,224 Salles de Transition 1:EV0003:1:1,"This block prevents me from
entering the next room."
text,224 Salles de Transition 1:EV0004:1:1,"This block prevents me from
entering the next room."
text,224 Salles de Transition 1:EV0005:1:1,The switch is currently ON
text,224 Salles de Transition 1:EV0005:1:2,"Flip the switch,Do nothing"
text,224 Salles de Transition 1:EV0005:1:16,The switch is now OFF
text,224 Salles de Transition 1:EV0005:2:1,The switch is currently OFF
text,224 Salles de Transition 1:EV0005:2:2,"Flip the switch,Do nothing"
text,224 Salles de Transition 1:EV0005:2:15,The switch is now ON
text,224 Salles de Transition 1:EV0006:1:1,The switch is currently ON
text,224 Salles de Transition 1:EV0006:1:2,"Flip the switch,Do nothing"
text,224 Salles de Transition 1:EV0006:1:6,The switch is now OFF
text,224 Salles de Transition 1:EV0006:2:1,The switch is currently OFF
text,224 Salles de Transition 1:EV0006:2:2,"Flip the switch,Do nothing"
text,224 Salles de Transition 1:EV0006:2:6,The switch is now ON
text,224 Salles de Transition 1:EV0007:1:1,"This block keeps me from 
accessing the switch."
text,224 Salles de Transition 1:EV0012:1:1,The switch is currently ON
text,224 Salles de Transition 1:EV0012:1:2,"Flip the switch,Do nothing"
text,224 Salles de Transition 1:EV0012:1:17,The switch is now OFF
text,224 Salles de Transition 1:EV0012:2:1,The switch is currently OFF
text,224 Salles de Transition 1:EV0012:2:2,"Flip the switch,Do nothing"
text,224 Salles de Transition 1:EV0012:2:16,The switch is now ON
text,224 Salles de Transition 1:EV0013:1:1,"This block keeps me from 
accessing the switch."
text,224 Salles de Transition 1:EV0014:1:1,"It's impossible to get around this 
obstacle."
text,224 Salles de Transition 1:EV0015:1:2,A Fast Symbol has been found.
text,224 Salles de Transition 1:EV0016:2:1,"This block prevents me from 
entering the adjoining room."
text,224 Salles de Transition 1:EV0017:2:1,"This block prevents me from 
entering the adjoining room."
text,224 Salles de Transition 1:EV0018:1:2,"Red alert, red alert! The dessert 
is in danger! This is very important. 
I don't want to come back again."
text,224 Salles de Transition 1:EV0018:1:6,"Uh... huh... It's... it's only 
time..."
text,224 Salles de Transition 1:EV0019:1:2,"The phantoms are nice, they wouldn't 
attack the sugar!
You're lying, you're lying!"
text,224 Salles de Transition 1:EV0019:1:6,Why did you lie?
text,224 Salles de Transition 1:EV0020:1:2,"There's too much white in my 
head..."
text,224 Salles de Transition 1:EV0020:1:6,It overflowed... so much...
text,225 Escalier Monorail:EV0001:1:2,"Sometimes, when I go to sleep,
I'm afraid that my legs won't be
there anymore when I wake up..."
text,226 entrée cheminée:EV0003:1:1,"This block keeps me from 
accessing this place."
text,226 entrée cheminée:EV0004:1:1,"This block keeps me from 
accessing this place."
text,227 jeu de la chute mortelle:EV0004:1:3,"\C[01]Game of the Mortal Fall\C[0]
Catch ten Add-Ons before the timer 
runs out so the Batter doesn't die
in a bloody crash."
